preset,project_id,instance_id,variant,exit_status,quality_score,grounding_score,completion_score,efficiency_score,progress_score,penalty_score,steps,validation_runs,successful_edit_steps,failed_edit_steps,submitted,planner_phase_enabled,tokens_in,tokens_out,token_total,tokens_per_step,api_calls,relative_cost_estimate,traj,patch,info_log,debug_log,preds,exit_yaml
gptoss120b_big_qwen35b_small,pvlib__pvlib-python,pvlib__pvlib-python-1072,small_coder_only,skipped (submitted),6/10,5/5,5/5,2/5,8,3,18,5,2,1,True,False,87299,2167,89466,4970.3,18,3207155.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/run_batch_exit_statuses.yaml
gptoss120b_big_qwen35b_small,pylint-dev__astroid,pylint-dev__astroid-1866,small_coder_only,skipped (submitted),5/10,5/5,5/5,3/5,8,4,11,3,1,2,True,False,35390,945,36335,3303.2,11,1304800.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/gptoss120b_big_qwen35b_small/small_coder_only/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,big_coder_only,exit_format,0/10,1/5,0/5,4/5,0,1,4,0,0,0,False,False,4343,191,4534,1133.5,3,165375.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_coder_only/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_coder_only/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,big_coder_only,submitted,5/10,5/5,5/5,3/5,8,4,13,5,1,2,True,False,45119,1022,46141,3549.3,13,1650705.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_coder_only/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,big_planner_big_coder,submitted,6/10,5/5,5/5,0/5,11,4,24,4,1,2,True,True,126601,2927,129528,5397.0,24,4635925.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,big_planner_big_coder,submitted,7/10,5/5,5/5,4/5,11,3,15,6,1,0,True,True,49881,1449,51330,3422.0,15,1847265.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,big_planner_big_coder_big_reviewer,review_stopped,5/10,5/5,3/5,1/5,9,3,30,8,1,1,False,True,115711,3386,119097,3969.9,30,4286905.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder_big_reviewer/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder_big_reviewer/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,big_planner_big_coder_big_reviewer,submitted,6/10,5/5,5/5,1/5,11,4,31,11,1,3,True,True,157934,3247,161181,5199.4,31,5754980.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder_big_reviewer/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder_big_reviewer/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_big_coder_big_reviewer/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,big_planner_small_coder,submitted (exit_cost),4/10,5/5,4/5,0/5,9,5,53,4,2,8,False,True,618296,7253,625549,11802.8,53,5782760.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,big_planner_small_coder,submitted,8/10,5/5,5/5,2/5,11,2,18,3,1,1,True,True,57647,1806,59453,3302.9,18,775269.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,big_planner_small_coder_big_reviewer,submitted (exit_format),4/10,5/5,4/5,0/5,9,5,47,1,13,4,False,True,370265,5482,375747,7994.6,46,3568757.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,big_planner_small_coder_big_reviewer,submitted (exit_cost),4/10,5/5,4/5,0/5,9,5,54,5,2,5,False,True,543438,10474,553912,10257.6,54,5205080.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/big_planner_small_coder_big_reviewer/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pvlib__pvlib-python,pvlib__pvlib-python-1072,small_coder_only,submitted,9/10,5/5,5/5,4/5,8,1,5,2,1,0,True,False,11792,597,12389,2477.8,5,116874.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/pvlib__pvlib-python-1072/pvlib__pvlib-python-1072.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/run_batch_exit_statuses.yaml
qwen_local_35b_9b,pylint-dev__astroid,pylint-dev__astroid-1866,small_coder_only,submitted,1/10,5/5,3/5,2/5,6,5,13,0,0,3,True,False,44848,1063,45911,3531.6,13,422766.0,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.traj,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/pylint-dev__astroid-1866/pylint-dev__astroid-1866.patch,,,,/Users/rafe/classes/eecs545/project/SWE-agent/matrix_easy_runs_two_new_20260310_093206/qwen_local_35b_9b/small_coder_only/run_batch_exit_statuses.yaml
